Sample	Type	Group	Chr	Ratio	Mapped	Total
MusA5	Mus	Aged	chrY	0.0146	1371746	93670386
MusA5	Mus	Aged	UnMapped	0.010399999999999965	985696	93670386
MusA6	Mus	Aged	chr1	0.0919	8366718	91068296
MusA6	Mus	Aged	chr2	0.0728	6633011	91068296
MusA6	Mus	Aged	chr3	0.0975	8882003	91068296
MusA6	Mus	Aged	chr4	0.0785	7144408	91068296
MusA6	Mus	Aged	chr5	0.0595	5415200	91068296
MusA6	Mus	Aged	chr6	0.0582	5304186	91068296
MusA6	Mus	Aged	chr7	0.0555	5051531	91068296
MusA6	Mus	Aged	chr8	0.0494	4497540	91068296
MusA6	Mus	Aged	chr9	0.0794	7234538	91068296
MusA6	Mus	Aged	chr10	0.0403	3666996	91068296
MusA6	Mus	Aged	chr11	0.0338	3073666	91068296
MusA6	Mus	Aged	chr12	0.0771	7023519	91068296
MusA6	Mus	Aged	chr13	0.0436	3972584	91068296
MusA6	Mus	Aged	chr14	0.0476	4333404	91068296
MusA6	Mus	Aged	chr15	0.0375	3414519	91068296
MusA6	Mus	Aged	chr16	0.0355	3233731	91068296
MusA6	Mus	Aged	chr17	0.0372	3388028	91068296
MusA6	Mus	Aged	chr18	0.0512	4659955	91068296
MusA6	Mus	Aged	chr19	0.012	1090723	91068296
MusA6	Mus	Aged	chrM	0.0278	2530333	91068296
MusA6	Mus	Aged	chrX	0.0287	2614739	91068296
MusA6	Mus	Aged	chrY	0.0207	1889341	91068296
MusA6	Mus	Aged	UnMapped	0.005600000000000049	509356	91068296
MusA7	Mus	Aged	chr1	0.0848	6293113	74218335
MusA7	Mus	Aged	chr2	0.0841	6238799	74218335
MusA7	Mus	Aged	chr3	0.0674	5002402	74218335
MusA7	Mus	Aged	chr4	0.0694	5148942	74218335
MusA7	Mus	Aged	chr5	0.0625	4640966	74218335
MusA7	Mus	Aged	chr6	0.0676	5016365	74218335
MusA7	Mus	Aged	chr7	0.0724	5374532	74218335
MusA7	Mus	Aged	chr8	0.0557	4130847	74218335
MusA7	Mus	Aged	chr9	0.1004	7450205	74218335
MusA7	Mus	Aged	chr10	0.046	3414708	74218335
MusA7	Mus	Aged	chr11	0.061	4526281	74218335
MusA7	Mus	Aged	chr12	0.0406	3010464	74218335
MusA7	Mus	Aged	chr13	0.0555	4116611	74218335
MusA7	Mus	Aged	chr14	0.0501	3719663	74218335
MusA7	Mus	Aged	chr15	0.0351	2604173	74218335
MusA7	Mus	Aged	chr16	0.0337	2504350	74218335
MusA7	Mus	Aged	chr17	0.044	3263886	74218335
MusA7	Mus	Aged	chr18	0.0268	1989852	74218335
MusA7	Mus	Aged	chr19	0.0197	1462131	74218335
MusA7	Mus	Aged	chrM	0.0197	1459766	74218335
MusA7	Mus	Aged	chrX	0.0253	1874108	74218335
MusA7	Mus	Aged	chrY	0.0091	674872	74218335
MusA7	Mus	Aged	UnMapped	0.0043999999999999595	324843	74218335
MusY1	Mus	Young	chr1	0.0281	2448552	87224317
MusY1	Mus	Young	chr2	0.055	4797178	87224317
MusY1	Mus	Young	chr3	0.0902	7865144	87224317
MusY1	Mus	Young	chr4	0.0475	4144480	87224317
MusY1	Mus	Young	chr5	0.0256	2231395	87224317
MusY1	Mus	Young	chr6	0.0425	3703936	87224317
MusY1	Mus	Young	chr7	0.0533	4647948	87224317
MusY1	Mus	Young	chr8	0.0376	3281091	87224317
MusY1	Mus	Young	chr9	0.0496	4329723	87224317
MusY1	Mus	Young	chr10	0.1132	9877107	87224317
MusY1	Mus	Young	chr11	0.2112	18417921	87224317
MusY1	Mus	Young	chr12	0.1088	9493792	87224317
MusY1	Mus	Young	chr13	0.1028	8962820	87224317
MusY1	Mus	Young	chr14	0.0955	8326036	87224317
MusY1	Mus	Young	chr15	0.0222	1938660	87224317
MusY1	Mus	Young	chr16	0.0458	3993325	87224317
MusY1	Mus	Young	chr17	0.0202	1761218	87224317
MusY1	Mus	Young	chr18	0.0301	2629043	87224317
MusY1	Mus	Young	chr19	0.0136	1184474	87224317
MusY1	Mus	Young	chrM	0.0216	1881859	87224317
MusY1	Mus	Young	chrX	0.0126	1102447	87224317
MusY1	Mus	Young	chrY	0.0131	1146403	87224317
MusY1	Mus	Young	UnMapped	0.02410000000000001	2156189	87224317
MusY2	Mus	Young	chr1	0.0702	7649184	109007967
MusY2	Mus	Young	chr2	0.0553	6030520	109007967
MusY2	Mus	Young	chr3	0.0648	7062997	109007967
MusY2	Mus	Young	chr4	0.055	5998915	109007967
MusY2	Mus	Young	chr5	0.0368	4014018	109007967
MusY2	Mus	Young	chr6	0.0325	3539140	109007967
MusY2	Mus	Young	chr7	0.0492	5365918	109007967
MusY2	Mus	Young	chr8	0.062	6757854	109007967
MusY2	Mus	Young	chr9	0.0423	4609027	109007967
MusY2	Mus	Young	chr10	0.0268	2925642	109007967
MusY2	Mus	Young	chr11	0.0659	7184654	109007967
MusY2	Mus	Young	chr12	0.1879	20487510	109007967
MusY2	Mus	Young	chr13	0.1489	16232682	109007967
MusY2	Mus	Young	chr14	0.0393	4282015	109007967
MusY2	Mus	Young	chr15	0.0242	2634747	109007967
MusY2	Mus	Young	chr16	0.0182	1979151	109007967
MusY2	Mus	Young	chr17	0.0249	2709181	109007967
MusY2	Mus	Young	chr18	0.0243	2644715	109007967
MusY2	Mus	Young	chr19	0.0441	4810550	109007967
MusY2	Mus	Young	chrM	0.052	5670186	109007967
MusY2	Mus	Young	chrX	0.02	2177686	109007967
MusY2	Mus	Young	chrY	0.0161	1750607	109007967
MusY2	Mus	Young	UnMapped	0.013000000000000012	1436053	109007967
MusY3	Mus	Young	chr1	0.112	7771385	69387325
MusY3	Mus	Young	chr2	0.067	4649334	69387325
MusY3	Mus	Young	chr3	0.0431	2988493	69387325
MusY3	Mus	Young	chr4	0.05	3470707	69387325
MusY3	Mus	Young	chr5	0.0676	4688972	69387325
MusY3	Mus	Young	chr6	0.0372	2579639	69387325
MusY3	Mus	Young	chr7	0.0911	6321240	69387325
MusY3	Mus	Young	chr8	0.0517	3589118	69387325
MusY3	Mus	Young	chr9	0.0669	4642162	69387325
MusY3	Mus	Young	chr10	0.0196	1357633	69387325
MusY3	Mus	Young	chr11	0.0534	3702869	69387325
MusY3	Mus	Young	chr12	0.0481	3335690	69387325
MusY3	Mus	Young	chr13	0.022	1525328	69387325
MusY3	Mus	Young	chr14	0.0355	2461270	69387325
MusY3	Mus	Young	chr15	0.0348	2416636	69387325
MusY3	Mus	Young	chr16	0.0165	1143269	69387325
MusY3	Mus	Young	chr17	0.175	12142325	69387325
MusY3	Mus	Young	chr18	0.0341	2363966	69387325
MusY3	Mus	Young	chr19	0.0719	4988656	69387325
MusY3	Mus	Young	chrM	0.0244	1693848	69387325
MusY3	Mus	Young	chrX	0.0217	1504833	69387325
MusY3	Mus	Young	chrY	0.0081	565419	69387325
MusY3	Mus	Young	UnMapped	0.017800000000000038	1260991	69387325
MusY4	Mus	Young	chr1	0.0393	2876015	73129522
MusY4	Mus	Young	chr2	0.1023	7484794	73129522
MusY4	Mus	Young	chr3	0.0278	2030606	73129522
MusY4	Mus	Young	chr4	0.0596	4358145	73129522
MusY4	Mus	Young	chr5	0.0699	5110343	73129522
MusY4	Mus	Young	chr6	0.0435	3178013	73129522
MusY4	Mus	Young	chr7	0.076	5560959	73129522
MusY4	Mus	Young	chr8	0.1233	9018576	73129522
MusY4	Mus	Young	chr9	0.1212	8864907	73129522
MusY4	Mus	Young	chr10	0.0145	1061861	73129522
MusY4	Mus	Young	chr11	0.1609	11764349	73129522
MusY4	Mus	Young	chr12	0.0279	2037346	73129522
MusY4	Mus	Young	chr13	0.0292	2133645	73129522
MusY4	Mus	Young	chr14	0.0231	1692494	73129522
MusY4	Mus	Young	chr15	0.0913	6678850	73129522
MusY4	Mus	Young	chr16	0.0215	1570854	73129522
MusY4	Mus	Young	chr17	0.0242	1770006	73129522
MusY4	Mus	Young	chr18	0.0189	1382157	73129522
MusY4	Mus	Young	chr19	0.0164	1202889	73129522
MusY4	Mus	Young	chrM	0.0051	372185	73129522
MusY4	Mus	Young	chrX	0.0187	1363969	73129522
MusY4	Mus	Young	chrY	0.0444	3249794	73129522
MusY4	Mus	Young	UnMapped	0.06499999999999995	5083690	73129522
MusY5	Mus	Young	chr1	0.0706	5809044	82320122
MusY5	Mus	Young	chr2	0.0767	6316965	82320122
MusY5	Mus	Young	chr3	0.0401	3298900	82320122
MusY5	Mus	Young	chr4	0.0705	5805797	82320122
MusY5	Mus	Young	chr5	0.0845	6952932	82320122
MusY5	Mus	Young	chr6	0.0728	5991965	82320122
MusY5	Mus	Young	chr7	0.0426	3502928	82320122
MusY5	Mus	Young	chr8	0.068	5595273	82320122
MusY5	Mus	Young	chr9	0.0906	7459048	82320122
MusY5	Mus	Young	chr10	0.0244	2009041	82320122
MusY5	Mus	Young	chr11	0.0303	2494871	82320122
MusY5	Mus	Young	chr12	0.0475	3912096	82320122
MusY5	Mus	Young	chr13	0.0449	3694404	82320122
MusY5	Mus	Young	chr14	0.0522	4298194	82320122
MusY5	Mus	Young	chr15	0.066	5430615	82320122
MusY5	Mus	Young	chr16	0.0936	7701471	82320122
MusY5	Mus	Young	chr17	0.0287	2359964	82320122
MusY5	Mus	Young	chr18	0.0173	1420847	82320122
MusY5	Mus	Young	chr19	0.014	1151472	82320122
MusY5	Mus	Young	chrM	0.0271	2234463	82320122
MusY5	Mus	Young	chrX	0.0258	2123259	82320122
MusY5	Mus	Young	chrY	0.0633	5212254	82320122
MusY5	Mus	Young	UnMapped	0.013700000000000045	1147204	82320122
MusY6	Mus	Young	chr1	0.0273	1079487	39480572
MusY6	Mus	Young	chr2	0.1281	5058915	39480572
MusY6	Mus	Young	chr3	0.0568	2242502	39480572
MusY6	Mus	Young	chr4	0.0449	1773268	39480572
MusY6	Mus	Young	chr5	0.0251	990170	39480572
MusY6	Mus	Young	chr6	0.0483	1906448	39480572
MusY6	Mus	Young	chr7	0.0207	816979	39480572
MusY6	Mus	Young	chr8	0.028	1105210	39480572
MusY6	Mus	Young	chr9	0.1678	6626320	39480572
MusY6	Mus	Young	chr10	0.0217	855901	39480572
MusY6	Mus	Young	chr11	0.0331	1305695	39480572
MusY6	Mus	Young	chr12	0.0444	1752671	39480572
MusY6	Mus	Young	chr13	0.0335	1321583	39480572
MusY6	Mus	Young	chr14	0.4002	15800414	39480572
MusY6	Mus	Young	chr15	0.0156	617624	39480572
MusY6	Mus	Young	chr16	0.0115	453671	39480572
MusY6	Mus	Young	chr17	0.0149	586612	39480572
MusY6	Mus	Young	chr18	0.0159	628596	39480572
MusY6	Mus	Young	chr19	0.0133	523958	39480572
MusY6	Mus	Young	chrM	0.0145	571451	39480572
MusY6	Mus	Young	chrX	0.011	433978	39480572
MusY6	Mus	Young	chrY	0.0068	269465	39480572
MusY6	Mus	Young	UnMapped	0.06489999999999996	2738258	39480572
MusY7	Mus	Young	chr1	0.0626	4882931	77950347
MusY7	Mus	Young	chr2	0.0874	6812756	77950347
MusY7	Mus	Young	chr3	0.0472	3676098	77950347
MusY7	Mus	Young	chr4	0.045	3506589	77950347
MusY7	Mus	Young	chr5	0.0931	7260673	77950347
MusY7	Mus	Young	chr6	0.0437	3409838	77950347
MusY7	Mus	Young	chr7	0.1397	10886329	77950347
MusY7	Mus	Young	chr8	0.0329	2568436	77950347
MusY7	Mus	Young	chr9	0.0766	5972712	77950347
MusY7	Mus	Young	chr10	0.0696	5428754	77950347
MusY7	Mus	Young	chr11	0.07	5457952	77950347
MusY7	Mus	Young	chr12	0.0387	3014061	77950347
MusY7	Mus	Young	chr13	0.0562	4378720	77950347
MusY7	Mus	Young	chr14	0.0526	4102046	77950347
MusY7	Mus	Young	chr15	0.0208	1617982	77950347
MusY7	Mus	Young	chr16	0.029	2257471	77950347
MusY7	Mus	Young	chr17	0.0461	3595266	77950347
MusY7	Mus	Young	chr18	0.0246	1916855	77950347
MusY7	Mus	Young	chr19	0.0201	1563515	77950347
MusY7	Mus	Young	chrM	0.0341	2658140	77950347
MusY7	Mus	Young	chrX	0.0244	1904256	77950347
MusY7	Mus	Young	chrY	0.0157	1221343	77950347
MusY7	Mus	Young	UnMapped	0.013900000000000023	1102049	77950347
NAcA1	NAc	Aged	chr1	0.0961	8842416	91988994
NAcA1	NAc	Aged	chr2	0.0551	5067338	91988994
NAcA1	NAc	Aged	chr3	0.0444	4081565	91988994
NAcA1	NAc	Aged	chr4	0.0411	3782806	91988994
NAcA1	NAc	Aged	chr5	0.063	5795951	91988994
NAcA1	NAc	Aged	chr6	0.0603	5548046	91988994
NAcA1	NAc	Aged	chr7	0.0594	5463730	91988994
NAcA1	NAc	Aged	chr8	0.0283	2606101	91988994
NAcA1	NAc	Aged	chr9	0.052	4783115	91988994
NAcA1	NAc	Aged	chr10	0.0345	3173164	91988994
NAcA1	NAc	Aged	chr11	0.0392	3610123	91988994
NAcA1	NAc	Aged	chr12	0.0301	2768298	91988994
NAcA1	NAc	Aged	chr13	0.0331	3041302	91988994
NAcA1	NAc	Aged	chr14	0.0352	3235065	91988994
NAcA1	NAc	Aged	chr15	0.0224	2060060	91988994
NAcA1	NAc	Aged	chr16	0.0175	1606789	91988994
NAcA1	NAc	Aged	chr17	0.0388	3570772	91988994
NAcA1	NAc	Aged	chr18	0.0226	2075033	91988994
NAcA1	NAc	Aged	chr19	0.0191	1759461	91988994
NAcA1	NAc	Aged	chrM	0.172	15825868	91988994
NAcA1	NAc	Aged	chrX	0.0243	2233996	91988994
NAcA1	NAc	Aged	chrY	0.0071	655718	91988994
NAcA1	NAc	Aged	UnMapped	0.11170000000000002	11564822	91988994
NAcA2	NAc	Aged	chr1	0.081	7594164	93702704
NAcA2	NAc	Aged	chr2	0.1589	14891393	93702704
NAcA2	NAc	Aged	chr3	0.0415	3884289	93702704
NAcA2	NAc	Aged	chr4	0.0643	6020642	93702704
NAcA2	NAc	Aged	chr5	0.039	3653980	93702704
NAcA2	NAc	Aged	chr6	0.0574	5374166	93702704
NAcA2	NAc	Aged	chr7	0.0619	5798451	93702704
NAcA2	NAc	Aged	chr8	0.0536	5024751	93702704
NAcA2	NAc	Aged	chr9	0.0574	5379743	93702704
NAcA2	NAc	Aged	chr10	0.0358	3351158	93702704
NAcA2	NAc	Aged	chr11	0.035	3277140	93702704
NAcA2	NAc	Aged	chr12	0.0443	4150659	93702704
NAcA2	NAc	Aged	chr13	0.0345	3232695	93702704
NAcA2	NAc	Aged	chr14	0.0477	4468571	93702704
NAcA2	NAc	Aged	chr15	0.0453	4243108	93702704
NAcA2	NAc	Aged	chr16	0.0276	2588245	93702704
NAcA2	NAc	Aged	chr17	0.042	3940139	93702704
NAcA2	NAc	Aged	chr18	0.0284	2663927	93702704
NAcA2	NAc	Aged	chr19	0.0208	1952156	93702704
NAcA2	NAc	Aged	chrM	0.1197	11213089	93702704
NAcA2	NAc	Aged	chrX	0.0196	1840607	93702704
NAcA2	NAc	Aged	chrY	0.0091	853829	93702704
NAcA2	NAc	Aged	UnMapped	0.024499999999999966	2356296	93702704
NAcA3	NAc	Aged	chr1	0.1	15083095	150830882
NAcA3	NAc	Aged	chr2	0.0695	10488444	150830882
NAcA3	NAc	Aged	chr3	0.0479	7221096	150830882
NAcA3	NAc	Aged	chr4	0.054	8148850	150830882
NAcA3	NAc	Aged	chr5	0.0499	7531763	150830882
NAcA3	NAc	Aged	chr6	0.0555	8366801	150830882
NAcA3	NAc	Aged	chr7	0.0417	6295640	150830882
NAcA3	NAc	Aged	chr8	0.0435	6558401	150830882
NAcA3	NAc	Aged	chr9	0.0537	8100449	150830882
NAcA3	NAc	Aged	chr10	0.0463	6989543	150830882
NAcA3	NAc	Aged	chr11	0.0389	5872869	150830882
NAcA3	NAc	Aged	chr12	0.0363	5477505	150830882
NAcA3	NAc	Aged	chr13	0.0368	5543489	150830882
NAcA3	NAc	Aged	chr14	0.0391	5895547	150830882
NAcA3	NAc	Aged	chr15	0.0265	3994794	150830882
NAcA3	NAc	Aged	chr16	0.0249	3761028	150830882
NAcA3	NAc	Aged	chr17	0.0302	4552521	150830882
NAcA3	NAc	Aged	chr18	0.0231	3480244	150830882
NAcA3	NAc	Aged	chr19	0.0337	5086851	150830882
NAcA3	NAc	Aged	chrM	0.1956	29498886	150830882
NAcA3	NAc	Aged	chrX	0.0286	4318433	150830882
NAcA3	NAc	Aged	chrY	0.0124	1870405	150830882
NAcA3	NAc	Aged	UnMapped	0.007499999999999951	1136872	150830882
NAcA4	NAc	Aged	chr1	0.0664	6289107	94756883
NAcA4	NAc	Aged	chr2	0.0615	5826469	94756883
NAcA4	NAc	Aged	chr3	0.0404	3826832	94756883
NAcA4	NAc	Aged	chr4	0.0474	4489464	94756883
NAcA4	NAc	Aged	chr5	0.0394	3737116	94756883
NAcA4	NAc	Aged	chr6	0.1034	9800643	94756883
NAcA4	NAc	Aged	chr7	0.0482	4569370	94756883
NAcA4	NAc	Aged	chr8	0.0257	2439807	94756883
NAcA4	NAc	Aged	chr9	0.1412	13382988	94756883
NAcA4	NAc	Aged	chr10	0.0865	8194935	94756883
NAcA4	NAc	Aged	chr11	0.0612	5797570	94756883
NAcA4	NAc	Aged	chr12	0.0453	4289589	94756883
NAcA4	NAc	Aged	chr13	0.0409	3876811	94756883
NAcA4	NAc	Aged	chr14	0.03	2839513	94756883
NAcA4	NAc	Aged	chr15	0.039	3692136	94756883
NAcA4	NAc	Aged	chr16	0.041	3881514	94756883
NAcA4	NAc	Aged	chr17	0.0356	3371307	94756883
NAcA4	NAc	Aged	chr18	0.0303	2869516	94756883
NAcA4	NAc	Aged	chr19	0.0259	2451688	94756883
NAcA4	NAc	Aged	chrM	0.0957	9067110	94756883
NAcA4	NAc	Aged	chrX	0.0416	3946525	94756883
NAcA4	NAc	Aged	chrY	0.0083	790516	94756883
NAcA4	NAc	Aged	UnMapped	0.010000000000000009	956219	94756883
NAcA5	NAc	Aged	chr1	0.0637	7679248	120486237
NAcA5	NAc	Aged	chr2	0.1419	17094498	120486237
NAcA5	NAc	Aged	chr3	0.0596	7182854	120486237
NAcA5	NAc	Aged	chr4	0.0545	6572481	120486237
NAcA5	NAc	Aged	chr5	0.0832	10019265	120486237
NAcA5	NAc	Aged	chr6	0.0651	7842016	120486237
NAcA5	NAc	Aged	chr7	0.0533	6417821	120486237
NAcA5	NAc	Aged	chr8	0.0367	4424620	120486237
NAcA5	NAc	Aged	chr9	0.0533	6423603	120486237
NAcA5	NAc	Aged	chr10	0.0436	5256943	120486237
NAcA5	NAc	Aged	chr11	0.0628	7568769	120486237
NAcA5	NAc	Aged	chr12	0.0413	4972917	120486237
NAcA5	NAc	Aged	chr13	0.0457	5510853	120486237
NAcA5	NAc	Aged	chr14	0.0308	3706785	120486237
NAcA5	NAc	Aged	chr15	0.0396	4766052	120486237
NAcA5	NAc	Aged	chr16	0.0492	5927245	120486237
NAcA5	NAc	Aged	chr17	0.04	4819328	120486237
NAcA5	NAc	Aged	chr18	0.0477	5741892	120486237
NAcA5	NAc	Aged	chr19	0.0211	2542903	120486237
NAcA5	NAc	Aged	chrM	0.0777	9364184	120486237
NAcA5	NAc	Aged	chrX	0.0229	2757191	120486237
NAcA5	NAc	Aged	chrY	0.0126	1520452	120486237
NAcA5	NAc	Aged	UnMapped	0.024800000000000044	3067917	120486237
NAcA6	NAc	Aged	chr1	0.0971	8318787	85667350
NAcA6	NAc	Aged	chr2	0.0601	5147456	85667350
NAcA6	NAc	Aged	chr3	0.1537	13168210	85667350
NAcA6	NAc	Aged	chr4	0.0628	5376114	85667350
NAcA6	NAc	Aged	chr5	0.052	4455102	85667350
NAcA6	NAc	Aged	chr6	0.0532	4553355	85667350
NAcA6	NAc	Aged	chr7	0.132	11310435	85667350
NAcA6	NAc	Aged	chr8	0.0333	2848777	85667350
NAcA6	NAc	Aged	chr9	0.0639	5475162	85667350
NAcA6	NAc	Aged	chr10	0.0356	3047505	85667350
NAcA6	NAc	Aged	chr11	0.0406	3475912	85667350
NAcA6	NAc	Aged	chr12	0.0372	3183877	85667350
NAcA6	NAc	Aged	chr13	0.031	2657225	85667350
NAcA6	NAc	Aged	chr14	0.0278	2382628	85667350
NAcA6	NAc	Aged	chr15	0.1195	10238284	85667350
NAcA6	NAc	Aged	chr16	0.0282	2414743	85667350
NAcA6	NAc	Aged	chr17	0.0286	2446386	85667350
NAcA6	NAc	Aged	chr18	0.031	2658011	85667350
NAcA6	NAc	Aged	chr19	0.025	2144187	85667350
NAcA6	NAc	Aged	chrM	0.0466	3993732	85667350
NAcA6	NAc	Aged	chrX	0.0151	1296398	85667350
NAcA6	NAc	Aged	chrY	0.0088	756449	85667350
NAcA6	NAc	Aged	UnMapped	0.009600000000000053	829834	85667350
NAcA7	NAc	Aged	chr1	0.1016	10386451	102226459
NAcA7	NAc	Aged	chr2	0.0556	5688150	102226459
NAcA7	NAc	Aged	chr3	0.0407	4165159	102226459
NAcA7	NAc	Aged	chr4	0.0427	4362149	102226459
NAcA7	NAc	Aged	chr5	0.0576	5892405	102226459
NAcA7	NAc	Aged	chr6	0.0442	4517927	102226459
NAcA7	NAc	Aged	chr7	0.0413	4223648	102226459
NAcA7	NAc	Aged	chr8	0.0387	3955827	102226459
NAcA7	NAc	Aged	chr9	0.0702	7171495	102226459
NAcA7	NAc	Aged	chr10	0.0363	3713575	102226459
NAcA7	NAc	Aged	chr11	0.0456	4657773	102226459
NAcA7	NAc	Aged	chr12	0.0577	5893460	102226459
NAcA7	NAc	Aged	chr13	0.033	3372390	102226459
NAcA7	NAc	Aged	chr14	0.0344	3517312	102226459
NAcA7	NAc	Aged	chr15	0.0315	3217115	102226459
NAcA7	NAc	Aged	chr16	0.0265	2704417	102226459
NAcA7	NAc	Aged	chr17	0.0325	3326661	102226459
NAcA7	NAc	Aged	chr18	0.0301	3077885	102226459
NAcA7	NAc	Aged	chr19	0.0169	1724880	102226459
NAcA7	NAc	Aged	chrM	0.2303	23541522	102226459
NAcA7	NAc	Aged	chrX	0.0227	2320988	102226459
NAcA7	NAc	Aged	chrY	0.0143	1464077	102226459
NAcA7	NAc	Aged	UnMapped	0.0050000000000000044	513245	102226459
NAcY1	NAc	Young	chr1	0.0805	4987648	61972227
NAcY1	NAc	Young	chr2	0.0537	3329801	61972227
NAcY1	NAc	Young	chr3	0.0377	2335116	61972227
NAcY1	NAc	Young	chr4	0.0513	3179736	61972227
NAcY1	NAc	Young	chr5	0.0413	2562134	61972227
NAcY1	NAc	Young	chr6	0.0359	2227680	61972227
NAcY1	NAc	Young	chr7	0.0528	3271906	61972227
NAcY1	NAc	Young	chr8	0.0438	2711402	61972227
NAcY1	NAc	Young	chr9	0.0451	2796849	61972227
NAcY1	NAc	Young	chr10	0.0318	1972469	61972227
NAcY1	NAc	Young	chr11	0.0518	3207717	61972227
NAcY1	NAc	Young	chr12	0.0506	3136021	61972227
NAcY1	NAc	Young	chr13	0.0641	3970009	61972227
NAcY1	NAc	Young	chr14	0.031	1923093	61972227
NAcY1	NAc	Young	chr15	0.0423	2621832	61972227
NAcY1	NAc	Young	chr16	0.0289	1790482	61972227
NAcY1	NAc	Young	chr17	0.0284	1758937	61972227
NAcY1	NAc	Young	chr18	0.0439	2722018	61972227
NAcY1	NAc	Young	chr19	0.0171	1057480	61972227
NAcY1	NAc	Young	chrM	0.1939	12016309	61972227
NAcY1	NAc	Young	chrX	0.0242	1502425	61972227
NAcY1	NAc	Young	chrY	0.0147	913908	61972227
NAcY1	NAc	Young	UnMapped	0.19599999999999995	15107179	61972227
NAcY2	NAc	Young	chr1	0.0953	8896319	93322602
NAcY2	NAc	Young	chr2	0.0942	8793943	93322602
NAcY2	NAc	Young	chr3	0.0593	5538251	93322602
NAcY2	NAc	Young	chr4	0.0562	5245217	93322602
NAcY2	NAc	Young	chr5	0.0545	5087822	93322602
NAcY2	NAc	Young	chr6	0.0615	5739410	93322602
NAcY2	NAc	Young	chr7	0.0517	4820794	93322602
NAcY2	NAc	Young	chr8	0.0483	4510620	93322602
NAcY2	NAc	Young	chr9	0.0672	6271971	93322602
NAcY2	NAc	Young	chr10	0.0396	3691347	93322602
NAcY2	NAc	Young	chr11	0.0565	5269283	93322602
NAcY2	NAc	Young	chr12	0.0407	3796911	93322602
NAcY2	NAc	Young	chr13	0.0479	4472402	93322602
NAcY2	NAc	Young	chr14	0.0417	3892381	93322602
NAcY2	NAc	Young	chr15	0.0311	2899879	93322602
NAcY2	NAc	Young	chr16	0.0361	3371556	93322602
NAcY2	NAc	Young	chr17	0.0386	3606344	93322602
NAcY2	NAc	Young	chr18	0.0402	3753150	93322602
NAcY2	NAc	Young	chr19	0.0232	2164381	93322602
NAcY2	NAc	Young	chrM	0.1083	10109207	93322602
NAcY2	NAc	Young	chrX	0.0212	1976934	93322602
NAcY2	NAc	Young	chrY	0.0174	1624669	93322602
NAcY2	NAc	Young	UnMapped	0.0635	6324710	93322602
NAcY3	NAc	Young	chr1	0.0956	9089543	95125913
NAcY3	NAc	Young	chr2	0.0674	6410593	95125913
NAcY3	NAc	Young	chr3	0.0525	4992933	95125913
NAcY3	NAc	Young	chr4	0.0671	6384492	95125913
NAcY3	NAc	Young	chr5	0.0547	5202294	95125913
NAcY3	NAc	Young	chr6	0.0476	4532743	95125913
NAcY3	NAc	Young	chr7	0.0507	4824146	95125913
NAcY3	NAc	Young	chr8	0.0436	4147781	95125913
NAcY3	NAc	Young	chr9	0.0609	5792491	95125913
NAcY3	NAc	Young	chr10	0.0506	4816118	95125913
NAcY3	NAc	Young	chr11	0.0468	4449895	95125913
NAcY3	NAc	Young	chr12	0.0521	4957814	95125913
NAcY3	NAc	Young	chr13	0.04	3801487	95125913
NAcY3	NAc	Young	chr14	0.0382	3635501	95125913
NAcY3	NAc	Young	chr15	0.0459	4369052	95125913
NAcY3	NAc	Young	chr16	0.0523	4971842	95125913
NAcY3	NAc	Young	chr17	0.0385	3663842	95125913
NAcY3	NAc	Young	chr18	0.0316	3003903	95125913
NAcY3	NAc	Young	chr19	0.0207	1966321	95125913
NAcY3	NAc	Young	chrM	0.1275	12133174	95125913
NAcY3	NAc	Young	chrX	0.0265	2518208	95125913
NAcY3	NAc	Young	chrY	0.0125	1192693	95125913
NAcY3	NAc	Young	UnMapped	0.022800000000000042	2218985	95125913
NAcY4	NAc	Young	chr1	0.0882	8986135	101886057
NAcY4	NAc	Young	chr2	0.0799	8144859	101886057
NAcY4	NAc	Young	chr3	0.0573	5841567	101886057
NAcY4	NAc	Young	chr4	0.0681	6936975	101886057
NAcY4	NAc	Young	chr5	0.076	7742046	101886057
NAcY4	NAc	Young	chr6	0.0563	5738234	101886057
NAcY4	NAc	Young	chr7	0.0579	5904209	101886057
NAcY4	NAc	Young	chr8	0.0504	5135971	101886057
NAcY4	NAc	Young	chr9	0.0713	7265196	101886057
NAcY4	NAc	Young	chr10	0.0417	4251652	101886057
NAcY4	NAc	Young	chr11	0.0547	5570357	101886057
NAcY4	NAc	Young	chr12	0.0557	5673630	101886057
NAcY4	NAc	Young	chr13	0.0464	4729405	101886057
NAcY4	NAc	Young	chr14	0.046	4687152	101886057
NAcY4	NAc	Young	chr15	0.038	3870050	101886057
NAcY4	NAc	Young	chr16	0.0329	3353971	101886057
NAcY4	NAc	Young	chr17	0.0352	3586854	101886057
NAcY4	NAc	Young	chr18	0.0299	3049504	101886057
NAcY4	NAc	Young	chr19	0.026	2649658	101886057
NAcY4	NAc	Young	chrM	0.0857	8727700	101886057
NAcY4	NAc	Young	chrX	0.0213	2171933	101886057
NAcY4	NAc	Young	chrY	0.0155	1574757	101886057
NAcY4	NAc	Young	UnMapped	0.0343	3618143	101886057
NAcY5	NAc	Young	chr1	0.0857	7382877	86157104
NAcY5	NAc	Young	chr2	0.0813	7005013	86157104
